Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
3744,16,286,Massage,Absolutely incredible service!,2024-02-19
3745,2,86,Nail Care,The pro was late.,2023-12-29
3746,9,358,Massage,Best home service ever.,2024-02-26
3747,2,107,Nail Care,Great experience.,2024-01-09
3748,1,171,Wellness Package,"First time trying, was okay.",2024-02-27
3749,2,69,Facial,Too expensive for what it is.,2023-12-12
3750,3,131,Facial,Great experience.,2024-01-10
3751,2,85,Nail Care,The pro was late.,2023-12-12
3752,1,195,Wellness Package,Liked the service.,2024-02-27
3753,1,199,Massage,Liked the service.,2024-02-29
3754,1,95,Facial,Too expensive for what it is.,2023-12-31
3755,2,126,Facial,Good value for money.,2024-01-24
3756,1,181,Wellness Package,"First time trying, was okay.",2024-02-27
3757,5,99,Massage,Great experience.,2024-02-12
3758,4,100,Massage,Very convenient.,2024-01-15
3759,1,65,Nail Care,The pro was late.,2023-12-12
3760,3,128,Facial,Good value for money.,2024-01-10
3761,1,86,Facial,The pro was late.,2023-12-18
3762,2,94,Nail Care,Too expensive for what it is.,2023-12-06
3763,2,63,Facial,Not worth the price.,2023-12-23
3764,1,125,Facial,"First time trying, was okay.",2024-02-29
3765,16,296,Wellness Package,Absolutely incredible service!,2024-03-01
3766,3,126,Nail Care,Good value for money.,2024-02-02
3767,1,170,Wellness Package,"First time trying, was okay.",2024-02-26
3768,14,388,Wellness Package,Highly recommend the wellness package.,2024-02-21
3769,1,137,Facial,Easy to book.,2024-02-26
3770,1,78,Yoga Session,"First time trying, was okay.",2024-02-27
3771,2,101,Facial,Great experience.,2024-01-07
3772,2,57,Facial,Too expensive for what it is.,2023-12-04
3773,3,120,Nail Care,Great experience.,2024-02-05
3774,1,70,Nail Care,The pro was late.,2023-12-20
3775,11,457,Wellness Package,Highly recommend the wellness package.,2024-02-17
3776,1,97,Nail Care,Too expensive for what it is.,2023-12-25
3777,19,229,Massage,Absolutely incredible service!,2024-02-18
3778,4,130,Massage,Great experience.,2024-02-10
3779,19,421,Wellness Package,Best home service ever.,2024-02-17
3780,4,111,Nail Care,Great experience.,2024-02-15
3781,1,106,Massage,Easy to book.,2024-02-29
3782,15,438,Wellness Package,Best home service ever.,2024-02-24
3783,10,226,Massage,Absolutely incredible service!,2024-02-17
3784,13,348,Wellness Package,Best home service ever.,2024-02-18
3785,1,82,Wellness Package,"First time trying, was okay.",2024-02-27
3786,14,494,Wellness Package,Best home service ever.,2024-03-01
3787,19,352,Wellness Package,Highly recommend the wellness package.,2024-02-29
3788,1,119,Yoga Session,Easy to book.,2024-02-26
3789,2,87,Nail Care,Great experience.,2024-01-28
3790,1,70,Nail Care,The pro was late.,2023-12-10
3791,1,147,Facial,"First time trying, was okay.",2024-03-01
3792,4,146,Massage,Very convenient.,2024-02-12
3793,8,415,Wellness Package,Absolutely incredible service!,2024-02-21
3794,1,62,Facial,Too expensive for what it is.,2023-12-12
3795,1,77,Nail Care,Too expensive for what it is.,2023-12-29
3796,1,79,Massage,Liked the service.,2024-02-28
3797,1,160,Yoga Session,Easy to book.,2024-02-28
3798,10,375,Massage,Absolutely incredible service!,2024-02-25
3799,9,285,Massage,Highly recommend the wellness package.,2024-02-25
3800,5,81,Facial,Great experience.,2024-01-21
3801,2,98,Facial,The pro was late.,2023-12-21
3802,1,90,Facial,"First time trying, was okay.",2024-02-28
3803,2,64,Facial,Too expensive for what it is.,2023-12-10
3804,11,309,Massage,Absolutely incredible service!,2024-02-29
3805,10,467,Massage,Best home service ever.,2024-02-24
3806,1,170,Nail Care,"First time trying, was okay.",2024-03-01
3807,3,120,Facial,Good value for money.,2024-02-01
3808,4,108,Nail Care,Great experience.,2024-01-29
3809,1,113,Facial,"First time trying, was okay.",2024-02-26
3810,1,143,Nail Care,Liked the service.,2024-02-26
3811,2,91,Massage,Great experience.,2024-01-12
3812,2,78,Facial,Not worth the price.,2023-12-25
3813,1,76,Facial,"First time trying, was okay.",2024-03-01
3814,1,107,Wellness Package,Easy to book.,2024-02-29
3815,4,149,Facial,Very convenient.,2024-01-14
3816,17,256,Massage,Best home service ever.,2024-02-18
3817,5,105,Facial,Good value for money.,2024-02-06
3818,4,145,Massage,Great experience.,2024-01-20
3819,3,102,Facial,Great experience.,2024-01-29
3820,1,74,Nail Care,Not worth the price.,2023-12-03
3821,4,99,Facial,Very convenient.,2024-01-21
3822,1,56,Nail Care,Too expensive for what it is.,2023-12-15
3823,4,106,Massage,Great experience.,2024-01-13
3824,1,131,Massage,Easy to book.,2024-02-26
3825,13,405,Massage,Best home service ever.,2024-02-26
3826,14,450,Wellness Package,Absolutely incredible service!,2024-02-22
3827,1,84,Nail Care,Liked the service.,2024-02-27
3828,4,93,Nail Care,Good value for money.,2024-02-09
3829,10,459,Wellness Package,Best home service ever.,2024-02-28
3830,1,91,Yoga Session,"First time trying, was okay.",2024-02-29
3831,3,116,Facial,Great experience.,2024-02-04
3832,2,141,Nail Care,Very convenient.,2024-01-26
3833,16,305,Wellness Package,Absolutely incredible service!,2024-02-26
3834,1,88,Nail Care,The pro was late.,2023-12-04
3835,9,472,Wellness Package,Best home service ever.,2024-02-29
3836,19,246,Massage,Best home service ever.,2024-02-26
3837,1,71,Nail Care,Easy to book.,2024-03-01
3838,4,144,Facial,Great experience.,2024-02-14
3839,17,407,Massage,Absolutely incredible service!,2024-02-20
3840,15,353,Wellness Package,Best home service ever.,2024-02-20
3841,2,92,Facial,The pro was late.,2023-12-03
3842,1,188,Facial,Easy to book.,2024-02-26
3843,1,99,Nail Care,Too expensive for what it is.,2023-12-11
3844,1,148,Nail Care,"First time trying, was okay.",2024-02-26
3845,15,487,Massage,Highly recommend the wellness package.,2024-02-20
3846,5,122,Massage,Great experience.,2024-02-09
3847,1,75,Facial,The pro was late.,2023-12-16
3848,8,256,Massage,Highly recommend the wellness package.,2024-02-27
3849,18,443,Massage,Best home service ever.,2024-02-22
3850,15,471,Massage,Absolutely incredible service!,2024-02-27
3851,1,169,Massage,"First time trying, was okay.",2024-02-26
3852,1,136,Wellness Package,Liked the service.,2024-02-29
3853,2,86,Nail Care,The pro was late.,2023-12-18
3854,2,50,Nail Care,Not worth the price.,2023-12-15
3855,12,334,Wellness Package,Best home service ever.,2024-02-29
3856,2,85,Facial,Not worth the price.,2023-12-10
3857,18,453,Massage,Highly recommend the wellness package.,2024-02-18
3858,11,411,Wellness Package,Absolutely incredible service!,2024-02-19
3859,1,91,Facial,The pro was late.,2023-12-24
3860,14,361,Wellness Package,Best home service ever.,2024-02-16
3861,2,122,Nail Care,Great experience.,2024-01-15
3862,5,141,Massage,Very convenient.,2024-02-03
3863,2,58,Nail Care,The pro was late.,2023-12-13
3864,2,84,Nail Care,Not worth the price.,2023-12-23
3865,5,97,Massage,Very convenient.,2024-01-25
3866,2,68,Facial,The pro was late.,2023-12-28
3867,17,416,Massage,Best home service ever.,2024-02-25
3868,1,173,Wellness Package,"First time trying, was okay.",2024-02-26
3869,2,64,Facial,Too expensive for what it is.,2023-12-03
3870,2,94,Nail Care,Too expensive for what it is.,2023-12-13
3871,19,237,Massage,Highly recommend the wellness package.,2024-02-20
3872,8,443,Wellness Package,Highly recommend the wellness package.,2024-02-26
3873,1,108,Facial,Easy to book.,2024-02-27
3874,2,84,Nail Care,The pro was late.,2023-12-19
3875,2,68,Facial,Not worth the price.,2023-12-29
3876,11,331,Wellness Package,Best home service ever.,2024-02-24
3877,10,302,Wellness Package,Highly recommend the wellness package.,2024-02-16
3878,2,78,Nail Care,The pro was late.,2023-12-20
3879,3,120,Massage,Great experience.,2024-02-09
3880,1,63,Nail Care,Not worth the price.,2023-12-05
3881,2,70,Facial,The pro was late.,2023-12-23
3882,2,96,Facial,Too expensive for what it is.,2023-12-04
3883,15,226,Massage,Absolutely incredible service!,2024-02-21
3884,1,91,Nail Care,Too expensive for what it is.,2023-12-23
3885,2,96,Facial,Not worth the price.,2023-12-17
3886,1,165,Nail Care,Liked the service.,2024-02-26
3887,17,337,Wellness Package,Highly recommend the wellness package.,2024-02-25
3888,5,102,Massage,Good value for money.,2024-02-13
3889,1,81,Facial,Not worth the price.,2023-12-21
3890,1,92,Wellness Package,Liked the service.,2024-02-29
3891,1,167,Nail Care,Liked the service.,2024-02-27
3892,5,118,Massage,Great experience.,2024-01-08
3893,2,59,Facial,Not worth the price.,2023-12-06
3894,2,97,Nail Care,The pro was late.,2023-12-13
3895,2,129,Nail Care,Good value for money.,2024-02-08
3896,2,131,Nail Care,Good value for money.,2024-02-02
3897,3,106,Massage,Very convenient.,2024-01-28
3898,13,433,Wellness Package,Highly recommend the wellness package.,2024-02-18
3899,5,145,Nail Care,Very convenient.,2024-01-31
3900,1,99,Facial,"First time trying, was okay.",2024-02-29
3901,3,130,Facial,Great experience.,2024-01-11
3902,2,55,Facial,The pro was late.,2023-12-25
3903,8,469,Wellness Package,Highly recommend the wellness package.,2024-02-23
3904,5,137,Massage,Very convenient.,2024-02-10
3905,13,463,Wellness Package,Absolutely incredible service!,2024-02-24
3906,18,468,Massage,Absolutely incredible service!,2024-02-24
3907,2,57,Facial,The pro was late.,2023-12-04
3908,5,110,Facial,Good value for money.,2024-01-18
3909,1,104,Yoga Session,Easy to book.,2024-02-28
3910,2,81,Nail Care,Good value for money.,2024-01-15
3911,19,223,Wellness Package,Best home service ever.,2024-02-22
3912,1,135,Yoga Session,Liked the service.,2024-03-01
3913,8,433,Massage,Best home service ever.,2024-02-24
3914,1,144,Yoga Session,Easy to book.,2024-02-27
3915,5,108,Nail Care,Good value for money.,2024-01-03
3916,2,58,Facial,Too expensive for what it is.,2023-12-14
3917,1,185,Facial,Easy to book.,2024-02-28
3918,1,85,Facial,The pro was late.,2023-12-26
3919,2,146,Nail Care,Great experience.,2024-01-20
3920,9,362,Massage,Best home service ever.,2024-02-16
3921,2,74,Nail Care,The pro was late.,2023-12-17
3922,2,110,Facial,Great experience.,2024-02-05
3923,5,89,Facial,Great experience.,2024-02-06
3924,3,142,Nail Care,Good value for money.,2024-01-19
3925,1,189,Facial,Easy to book.,2024-03-01
3926,1,50,Facial,Not worth the price.,2023-12-13
3927,2,85,Nail Care,Too expensive for what it is.,2023-12-26
3928,1,192,Yoga Session,Easy to book.,2024-02-27
3929,1,175,Massage,Easy to book.,2024-02-29
3930,3,142,Massage,Very convenient.,2024-01-25
3931,1,75,Nail Care,Liked the service.,2024-02-29
3932,11,305,Massage,Best home service ever.,2024-02-29
3933,1,188,Yoga Session,Liked the service.,2024-02-27
3934,2,62,Facial,The pro was late.,2023-12-31
3935,1,170,Facial,"First time trying, was okay.",2024-02-29
3936,1,188,Wellness Package,"First time trying, was okay.",2024-02-29
3937,13,384,Wellness Package,Absolutely incredible service!,2024-02-16
3938,2,61,Nail Care,The pro was late.,2023-12-04
3939,2,127,Nail Care,Great experience.,2024-01-14
3940,17,332,Massage,Absolutely incredible service!,2024-02-19
3941,11,363,Wellness Package,Best home service ever.,2024-02-16
3942,1,83,Massage,Easy to book.,2024-02-27
3943,4,91,Nail Care,Very convenient.,2024-01-15
3944,11,200,Massage,Best home service ever.,2024-02-17
3945,1,186,Yoga Session,"First time trying, was okay.",2024-02-29
3946,1,62,Nail Care,The pro was late.,2023-12-11
3947,1,192,Yoga Session,Easy to book.,2024-02-27
3948,3,88,Massage,Good value for money.,2024-01-12
3949,1,195,Nail Care,"First time trying, was okay.",2024-02-29
3950,1,81,Facial,Too expensive for what it is.,2023-12-12
3951,1,58,Nail Care,Too expensive for what it is.,2023-12-23
3952,1,180,Wellness Package,Liked the service.,2024-02-28
3953,8,459,Massage,Highly recommend the wellness package.,2024-03-01
3954,2,99,Facial,The pro was late.,2023-12-04
3955,5,145,Facial,Very convenient.,2024-01-22
3956,1,76,Facial,Not worth the price.,2023-12-14
3957,1,153,Nail Care,"First time trying, was okay.",2024-03-01
3958,1,107,Nail Care,Easy to book.,2024-02-29
3959,1,176,Facial,Easy to book.,2024-02-26
3960,1,56,Nail Care,The pro was late.,2023-12-14
3961,3,101,Massage,Great experience.,2024-01-28
3962,1,134,Yoga Session,Easy to book.,2024-02-28
3963,17,292,Massage,Highly recommend the wellness package.,2024-02-20
3964,2,67,Nail Care,Too expensive for what it is.,2023-12-10
3965,15,219,Wellness Package,Best home service ever.,2024-02-29
3966,2,87,Facial,Not worth the price.,2023-12-09
3967,1,105,Wellness Package,Easy to book.,2024-03-01
3968,4,120,Facial,Great experience.,2024-01-25
3969,16,256,Wellness Package,Best home service ever.,2024-02-29
3970,1,101,Nail Care,"First time trying, was okay.",2024-02-27
3971,11,308,Massage,Highly recommend the wellness package.,2024-02-20
3972,1,196,Nail Care,Liked the service.,2024-02-27
3973,4,124,Facial,Very convenient.,2024-02-12
3974,2,79,Nail Care,The pro was late.,2024-01-01
3975,2,87,Nail Care,The pro was late.,2023-12-14
3976,1,70,Nail Care,The pro was late.,2023-12-03
3977,2,102,Nail Care,Very convenient.,2024-01-19
3978,2,93,Nail Care,Too expensive for what it is.,2023-12-28
3979,1,161,Wellness Package,Liked the service.,2024-03-01
3980,4,99,Nail Care,Great experience.,2024-02-14
3981,1,74,Nail Care,Easy to book.,2024-02-28
3982,1,133,Massage,Liked the service.,2024-02-28
3983,17,224,Massage,Absolutely incredible service!,2024-02-17
3984,17,209,Massage,Absolutely incredible service!,2024-02-22
3985,3,123,Massage,Good value for money.,2024-01-04
3986,4,92,Nail Care,Very convenient.,2024-01-30
3987,1,92,Facial,The pro was late.,2023-12-07
3988,2,70,Facial,The pro was late.,2023-12-06
3989,5,121,Massage,Great experience.,2024-01-20
3990,1,193,Yoga Session,Liked the service.,2024-02-29
3991,1,80,Massage,"First time trying, was okay.",2024-02-27
3992,2,95,Massage,Good value for money.,2024-02-13
3993,16,480,Massage,Best home service ever.,2024-02-28
3994,13,347,Massage,Absolutely incredible service!,2024-02-22
3995,14,330,Wellness Package,Highly recommend the wellness package.,2024-02-23
3996,2,136,Facial,Very convenient.,2024-01-27
3997,1,187,Wellness Package,Liked the service.,2024-02-26
3998,2,55,Facial,The pro was late.,2023-12-16
3999,2,54,Nail Care,Not worth the price.,2023-12-28
4000,1,127,Facial,Liked the service.,2024-02-28
4001,4,123,Facial,Very convenient.,2024-01-17
4002,3,100,Nail Care,Great experience.,2024-02-01
4003,5,102,Facial,Great experience.,2024-01-28
4004,1,109,Wellness Package,Easy to book.,2024-02-26
4005,17,272,Massage,Best home service ever.,2024-02-26
4006,19,319,Massage,Best home service ever.,2024-02-19
4007,1,80,Facial,Easy to book.,2024-02-28
4008,1,114,Massage,Liked the service.,2024-03-01
4009,1,74,Massage,Liked the service.,2024-03-01
4010,11,380,Massage,Highly recommend the wellness package.,2024-02-16
4011,2,81,Facial,The pro was late.,2023-12-04
4012,1,84,Facial,Too expensive for what it is.,2023-12-08
4013,11,208,Wellness Package,Highly recommend the wellness package.,2024-02-27
4014,3,127,Massage,Good value for money.,2024-01-06
4015,1,119,Massage,"First time trying, was okay.",2024-02-27
4016,4,106,Nail Care,Very convenient.,2024-01-11
4017,15,297,Massage,Best home service ever.,2024-02-16
4018,1,128,Yoga Session,"First time trying, was okay.",2024-03-01
4019,1,128,Nail Care,"First time trying, was okay.",2024-02-27
4020,2,89,Facial,Not worth the price.,2023-12-30
4021,2,96,Nail Care,The pro was late.,2023-12-30
4022,2,60,Nail Care,Too expensive for what it is.,2023-12-15
4023,1,95,Nail Care,Too expensive for what it is.,2023-12-16
4024,1,68,Nail Care,The pro was late.,2023-12-04
4025,2,80,Facial,Great experience.,2024-02-06
4026,10,370,Massage,Best home service ever.,2024-03-01
4027,1,143,Nail Care,Liked the service.,2024-02-29
4028,16,360,Massage,Best home service ever.,2024-02-23
4029,1,177,Yoga Session,"First time trying, was okay.",2024-02-27
4030,2,115,Facial,Good value for money.,2024-01-06
4031,1,172,Facial,"First time trying, was okay.",2024-02-29
4032,3,126,Nail Care,Very convenient.,2024-01-15
4033,2,64,Nail Care,The pro was late.,2023-12-27
4034,1,74,Nail Care,Easy to book.,2024-02-27
4035,2,91,Facial,The pro was late.,2023-12-18
4036,11,399,Wellness Package,Absolutely incredible service!,2024-02-17
4037,2,66,Nail Care,The pro was late.,2023-12-14
4038,1,84,Massage,Liked the service.,2024-03-01
4039,18,452,Wellness Package,Highly recommend the wellness package.,2024-02-21
4040,2,86,Nail Care,Too expensive for what it is.,2023-12-04
4041,1,103,Wellness Package,"First time trying, was okay.",2024-02-26
4042,2,60,Nail Care,Too expensive for what it is.,2023-12-20
4043,1,106,Massage,"First time trying, was okay.",2024-02-28
4044,2,75,Facial,Too expensive for what it is.,2023-12-24
4045,1,53,Nail Care,Too expensive for what it is.,2023-12-05
4046,4,122,Massage,Very convenient.,2024-01-23
4047,14,279,Massage,Highly recommend the wellness package.,2024-03-01
4048,2,113,Massage,Good value for money.,2024-01-13
4049,13,330,Wellness Package,Best home service ever.,2024-02-29
4050,1,75,Nail Care,The pro was late.,2023-12-03
4051,3,108,Facial,Great experience.,2024-01-04
4052,2,70,Nail Care,Too expensive for what it is.,2023-12-04
4053,2,64,Nail Care,Too expensive for what it is.,2023-12-24
4054,2,70,Facial,Not worth the price.,2024-01-01
4055,4,87,Nail Care,Very convenient.,2024-01-08
4056,19,261,Wellness Package,Highly recommend the wellness package.,2024-02-16
4057,1,179,Nail Care,"First time trying, was okay.",2024-02-29
4058,5,129,Massage,Great experience.,2024-02-06
4059,16,470,Wellness Package,Absolutely incredible service!,2024-02-17
4060,2,142,Massage,Great experience.,2024-02-05
4061,13,402,Massage,Absolutely incredible service!,2024-02-29
4062,17,254,Wellness Package,Highly recommend the wellness package.,2024-02-28
4063,1,90,Yoga Session,"First time trying, was okay.",2024-02-27
4064,3,97,Massage,Good value for money.,2024-02-14
4065,1,157,Yoga Session,Liked the service.,2024-02-28
4066,3,87,Facial,Great experience.,2024-02-14
4067,3,136,Massage,Good value for money.,2024-02-14
4068,3,105,Massage,Very convenient.,2024-01-23
4069,8,348,Wellness Package,Absolutely incredible service!,2024-02-26
4070,1,84,Facial,Not worth the price.,2023-12-25
4071,1,159,Nail Care,Liked the service.,2024-02-26
4072,1,90,Nail Care,The pro was late.,2023-12-12
4073,5,103,Nail Care,Good value for money.,2024-02-13
4074,3,88,Massage,Great experience.,2024-01-03
4075,14,478,Wellness Package,Absolutely incredible service!,2024-02-18
4076,19,235,Wellness Package,Highly recommend the wellness package.,2024-02-18
4077,18,277,Wellness Package,Highly recommend the wellness package.,2024-02-21
4078,9,307,Massage,Best home service ever.,2024-02-21
4079,1,175,Massage,Liked the service.,2024-02-27
4080,1,120,Yoga Session,Liked the service.,2024-03-01
4081,5,80,Facial,Good value for money.,2024-01-09
4082,1,142,Wellness Package,"First time trying, was okay.",2024-02-29
4083,1,62,Nail Care,Not worth the price.,2023-12-13
4084,2,98,Facial,The pro was late.,2023-12-17
4085,2,60,Nail Care,The pro was late.,2023-12-17
4086,2,111,Massage,Good value for money.,2024-02-07
4087,1,80,Nail Care,Not worth the price.,2023-12-12
4088,5,93,Massage,Good value for money.,2024-01-10
4089,1,177,Facial,Easy to book.,2024-02-27
4090,1,75,Facial,Not worth the price.,2023-12-23
4091,4,87,Nail Care,Great experience.,2024-01-03
4092,2,133,Nail Care,Good value for money.,2024-02-12
4093,3,102,Massage,Very convenient.,2024-02-11
4094,5,94,Facial,Very convenient.,2024-01-17
4095,1,79,Facial,Too expensive for what it is.,2023-12-08
4096,3,86,Nail Care,Very convenient.,2024-01-20
4097,1,151,Yoga Session,"First time trying, was okay.",2024-02-29
4098,3,126,Facial,Very convenient.,2024-02-09
4099,2,92,Nail Care,Too expensive for what it is.,2023-12-07
4100,5,147,Massage,Very convenient.,2024-01-04
4101,1,80,Yoga Session,"First time trying, was okay.",2024-03-01
4102,1,92,Facial,Not worth the price.,2023-12-17
4103,5,142,Facial,Very convenient.,2024-01-18
4104,2,74,Facial,Too expensive for what it is.,2023-12-14
4105,5,110,Facial,Great experience.,2024-01-14
4106,1,153,Nail Care,Easy to book.,2024-02-26
4107,4,111,Facial,Great experience.,2024-02-10
4108,1,100,Yoga Session,"First time trying, was okay.",2024-02-27
4109,1,121,Wellness Package,Liked the service.,2024-02-26
4110,1,113,Wellness Package,Liked the service.,2024-02-29
4111,2,93,Nail Care,Too expensive for what it is.,2023-12-09
4112,5,116,Facial,Great experience.,2024-01-09
4113,4,135,Nail Care,Great experience.,2024-01-12
4114,1,106,Wellness Package,"First time trying, was okay.",2024-02-26
4115,10,389,Wellness Package,Highly recommend the wellness package.,2024-02-17
4116,15,367,Massage,Absolutely incredible service!,2024-02-19
4117,1,148,Facial,Easy to book.,2024-02-29
4118,10,257,Massage,Best home service ever.,2024-02-26
4119,1,181,Nail Care,Easy to book.,2024-03-01
4120,3,136,Facial,Good value for money.,2024-01-20
4121,2,95,Nail Care,The pro was late.,2023-12-16
4122,1,78,Facial,Not worth the price.,2023-12-11
4123,17,232,Massage,Highly recommend the wellness package.,2024-02-21
4124,8,393,Wellness Package,Absolutely incredible service!,2024-02-29
4125,1,50,Nail Care,Too expensive for what it is.,2023-12-21
4126,5,116,Massage,Good value for money.,2024-01-02
4127,3,96,Nail Care,Good value for money.,2024-01-08
4128,1,73,Facial,The pro was late.,2023-12-28
4129,16,476,Wellness Package,Best home service ever.,2024-02-29
4130,19,251,Massage,Best home service ever.,2024-02-18
4131,5,140,Nail Care,Good value for money.,2024-01-08
4132,1,160,Wellness Package,Liked the service.,2024-03-01
4133,8,250,Wellness Package,Best home service ever.,2024-02-21
4134,2,107,Nail Care,Great experience.,2024-02-07
4135,1,68,Nail Care,Not worth the price.,2024-01-01
4136,1,137,Wellness Package,Liked the service.,2024-02-28
4137,5,101,Facial,Good value for money.,2024-01-23
4138,1,54,Nail Care,Not worth the price.,2023-12-23
4139,1,61,Nail Care,Too expensive for what it is.,2023-12-09
4140,14,471,Wellness Package,Highly recommend the wellness package.,2024-02-23
4141,1,173,Yoga Session,Liked the service.,2024-02-27
4142,1,58,Nail Care,Not worth the price.,2023-12-11
4143,3,117,Facial,Great experience.,2024-01-16
4144,10,339,Massage,Highly recommend the wellness package.,2024-02-26
4145,1,96,Wellness Package,"First time trying, was okay.",2024-02-28
4146,2,86,Nail Care,Too expensive for what it is.,2023-12-24
4147,1,104,Facial,Liked the service.,2024-02-28
4148,1,154,Wellness Package,"First time trying, was okay.",2024-02-26
4149,19,320,Wellness Package,Absolutely incredible service!,2024-02-26
4150,2,100,Massage,Good value for money.,2024-01-27
4151,13,462,Massage,Best home service ever.,2024-02-16
4152,3,102,Nail Care,Good value for money.,2024-02-04
4153,1,88,Facial,The pro was late.,2023-12-10
4154,2,61,Nail Care,Not worth the price.,2023-12-21
4155,9,315,Wellness Package,Best home service ever.,2024-02-20
4156,1,115,Wellness Package,Easy to book.,2024-02-29
4157,1,102,Facial,Liked the service.,2024-02-26
4158,3,91,Massage,Good value for money.,2024-02-03
4159,1,63,Nail Care,The pro was late.,2023-12-22
4160,13,337,Massage,Highly recommend the wellness package.,2024-02-21
4161,1,132,Facial,Liked the service.,2024-02-29
4162,4,126,Facial,Good value for money.,2024-02-12
4163,13,484,Massage,Absolutely incredible service!,2024-02-20
4164,17,427,Massage,Absolutely incredible service!,2024-02-23
4165,1,190,Massage,Easy to book.,2024-02-28
4166,2,90,Facial,Very convenient.,2024-02-12
4167,1,98,Nail Care,The pro was late.,2023-12-12
4168,17,271,Massage,Best home service ever.,2024-02-28
4169,2,86,Massage,Good value for money.,2024-01-26
4170,2,85,Facial,Great experience.,2024-02-14
4171,1,173,Facial,Easy to book.,2024-03-01
4172,1,66,Nail Care,The pro was late.,2023-12-16
4173,17,461,Wellness Package,Highly recommend the wellness package.,2024-02-18
4174,14,460,Wellness Package,Absolutely incredible service!,2024-02-29
4175,2,68,Facial,The pro was late.,2023-12-15
4176,2,66,Nail Care,The pro was late.,2023-12-29
4177,9,499,Wellness Package,Highly recommend the wellness package.,2024-02-29
4178,9,333,Wellness Package,Highly recommend the wellness package.,2024-02-20
4179,3,126,Facial,Very convenient.,2024-01-03
4180,15,386,Massage,Absolutely incredible service!,2024-02-20
4181,1,85,Facial,Too expensive for what it is.,2023-12-18
4182,2,92,Facial,Great experience.,2024-01-23
4183,1,77,Nail Care,Liked the service.,2024-02-26
4184,1,93,Nail Care,The pro was late.,2023-12-13
4185,2,50,Facial,The pro was late.,2023-12-29
4186,2,87,Nail Care,Good value for money.,2024-01-05
4187,9,230,Wellness Package,Highly recommend the wellness package.,2024-02-17
4188,1,61,Nail Care,Too expensive for what it is.,2023-12-07
4189,1,169,Massage,Easy to book.,2024-03-01
4190,2,145,Nail Care,Very convenient.,2024-01-24
4191,17,449,Massage,Absolutely incredible service!,2024-02-29
4192,8,300,Wellness Package,Best home service ever.,2024-02-29
4193,1,129,Massage,Easy to book.,2024-03-01
4194,9,399,Wellness Package,Absolutely incredible service!,2024-02-18
4195,1,189,Yoga Session,Easy to book.,2024-02-29
4196,1,54,Facial,The pro was late.,2023-12-11
4197,2,62,Facial,Not worth the price.,2023-12-08
4198,3,138,Nail Care,Good value for money.,2024-02-04
4199,1,118,Wellness Package,Easy to book.,2024-02-27
4200,3,100,Facial,Very convenient.,2024-02-06
4201,13,484,Wellness Package,Best home service ever.,2024-02-18
4202,2,52,Facial,Not worth the price.,2023-12-28
4203,1,79,Massage,Easy to book.,2024-02-26
4204,4,114,Facial,Very convenient.,2024-01-27
4205,12,488,Wellness Package,Absolutely incredible service!,2024-02-22
4206,9,447,Massage,Highly recommend the wellness package.,2024-02-29
4207,1,129,Yoga Session,"First time trying, was okay.",2024-02-27
4208,2,73,Facial,Too expensive for what it is.,2023-12-05
4209,1,63,Nail Care,The pro was late.,2023-12-07
4210,1,84,Massage,Liked the service.,2024-02-28
4211,1,131,Nail Care,"First time trying, was okay.",2024-02-26
4212,5,89,Nail Care,Good value for money.,2024-02-09
4213,1,151,Facial,Easy to book.,2024-02-27
4214,1,133,Wellness Package,"First time trying, was okay.",2024-02-28
4215,1,81,Wellness Package,Easy to book.,2024-02-27
4216,18,216,Massage,Highly recommend the wellness package.,2024-02-16
4217,2,78,Facial,Too expensive for what it is.,2023-12-31
4218,1,58,Facial,Too expensive for what it is.,2023-12-26
4219,5,95,Facial,Very convenient.,2024-01-21
4220,1,77,Nail Care,Too expensive for what it is.,2023-12-19
4221,1,189,Yoga Session,"First time trying, was okay.",2024-03-01
4222,1,96,Nail Care,The pro was late.,2023-12-31
4223,3,143,Massage,Very convenient.,2024-01-12
4224,5,110,Facial,Good value for money.,2024-02-02
4225,16,394,Wellness Package,Best home service ever.,2024-02-27
4226,19,291,Massage,Best home service ever.,2024-02-28
4227,1,199,Nail Care,"First time trying, was okay.",2024-02-29
4228,2,85,Nail Care,Good value for money.,2024-01-10
4229,16,235,Massage,Best home service ever.,2024-02-16
4230,1,168,Massage,Easy to book.,2024-02-28
4231,1,148,Wellness Package,"First time trying, was okay.",2024-02-29
4232,1,71,Nail Care,Not worth the price.,2023-12-04
4233,2,72,Nail Care,Too expensive for what it is.,2023-12-09
4234,2,140,Massage,Great experience.,2024-01-04
4235,2,76,Nail Care,The pro was late.,2023-12-12
4236,2,123,Nail Care,Great experience.,2024-02-15
4237,1,178,Nail Care,Easy to book.,2024-02-29
4238,1,105,Yoga Session,"First time trying, was okay.",2024-03-01
4239,2,141,Massage,Very convenient.,2024-02-04
4240,10,241,Wellness Package,Absolutely incredible service!,2024-02-24
4241,15,267,Wellness Package,Highly recommend the wellness package.,2024-02-21
4242,1,79,Facial,Too expensive for what it is.,2023-12-15
4243,1,135,Wellness Package,"First time trying, was okay.",2024-02-28
4244,4,132,Nail Care,Great experience.,2024-02-10
4245,3,138,Facial,Very convenient.,2024-01-20
